"","track.id","track.name","track.album.name","playlist","artist"
"479","353wphmegOFAiIMrxSJzWD","Hot Hot Hot!!!","Kiss Me, Kiss Me, Kiss Me","Neu Wave","The Cure"
"480","76GlO5H5RT6g7y0gev86Nk","Just like Heaven","Kiss Me, Kiss Me, Kiss Me","Neu Wave","The Cure"
"481","2oSpQ7QtIKTNFfA08Cy0ku","It's The End Of The World As We Know It (And I Feel Fine)","Document (R.E.M. No. 5)","Neu Wave","R.E.M."
"482","6G0NzOx2jEPFsSmhr9N8Ys","Nightswimming","Automatic For The People","Neu Wave","R.E.M."
"483","6PypGyiu0Y2lCDBN1XZEnP","Everybody Hurts","Automatic For The People","Neu Wave","R.E.M."
"484","31AOj9sFz2gM0O3hMARRBx","Losing My Religion","Out Of Time (25th Anniversary Edition)","Neu Wave","R.E.M."
"485","7707eDBpR4qtNFoQ6nQyeR","The One I Love","Document (R.E.M. No. 5)","Neu Wave","R.E.M."
"486","0lWmYkUT12Nv9AD8EiKGPt","Welcome To The Occupation","Document (R.E.M. No. 5)","Neu Wave","R.E.M."
"487","181ERlg2wowFuRobnrMZJ2","Fall On Me","Lifes Rich Pageant","Neu Wave","R.E.M."
"488","6SjqGNzkhhcNVaMUEVOjoK","I Believe","Lifes Rich Pageant","Neu Wave","R.E.M."
"489","3UUOF28lDAlsU1BaiewR3f","Just A Touch","Lifes Rich Pageant","Neu Wave","R.E.M."
"490","4P723ZazKqQox4zEwgsDec","Driver 8","Fables Of The Reconstruction","Neu Wave","R.E.M."
"491","3uftyv2SS2I6umRFchzG3t","Can't Get There From Here","Fables Of The Reconstruction","Neu Wave","R.E.M."
"492","43V6FVwwmOmIePinSLyjsK","(Don't Go Back To) Rockville","Reckoning - Deluxe Edition","Neu Wave","R.E.M."
"493","3Oa8vnNXStoOHLbJwwMEDP","Lips Like Sugar","Echo & The Bunnymen","Neu Wave","Echo & the Bunnymen"
"494","1RCtHLyq1xIbgGMrYRrKJ2","Under the Milky Way","Starfish","Neu Wave","The Church"
"495","1K1TFdBh7NrDyKiwiJEmsy","Pretty in Pink","Talk Talk Talk","Neu Wave","The Psychedelic Furs"
"496","4jhsuQCUCJKA5f0bXb6XdJ","It's My Life - 1997 Remaster","It's My Life","Neu Wave","Talk Talk"
"497","38w6aqERgBYjyvWQsltcvs","If You Leave - 2019 Remaster","Souvenir","Neu Wave","Orchestral Manoeuvres In The Dark"
"498","4dk40nfaQav6b4ZsJ9OYUo","Love My Way","Forever Now","Neu Wave","The Psychedelic Furs"
"499","6nFdjV1Ko66O111x74K2kn","Dear God - Remastered 2001","Skylarking","Neu Wave","XTC"
"500","24y09nBEJNRP46uA0FRQQ2","I Melt with You (7"" Mix)","After the Snow","Neu Wave","Modern English"
"501","2gQaQUhDCNGfBVXTvxAmXQ","Shout","Songs From The Big Chair","Neu Wave","Tears For Fears"
"502","5uh98HlgvoJd2zRWAduj2Y","Bring on the Dancing Horses","Songs to Learn & Sing","Neu Wave","Echo & the Bunnymen"
"503","7FlwylpJSe3ea6m1IrkizS","West End Girls - 2001 Remaster","Please: Further Listening 1984-1986","Neu Wave","Pet Shop Boys"
"504","7cRWPAHuHQ36agbu6Empc8","Tenderness","All The Rage","Neu Wave","General Public"
"505","01q4ccXbvPlCwZ1fPiFaeM","Girlfriend in a Coma - 2011 Remaster","Strangeways, Here We Come","Neu Wave","The Smiths"
"506","2ugghimAssmeO3YpFIV7mb","Blister In The Sun","Violent Femmes","Neu Wave","Violent Femmes"
"507","5eU8qMd0TpaLqTGDZJaLDs","Need You Tonight","Kick","Neu Wave","INXS"
"508","6HZ67VImxqr8aMBEEhblzf","Cars","The Pleasure Principle","Neu Wave","Gary Numan"
"509","4ijNab1GM0JSZoe0I2KCOd","Cuts You Up","Deep","Neu Wave","Peter Murphy"
"510","5pAqVAETbNvUNSwWrLoERD","No New Tale to Tell","Earth Sun Moon","Neu Wave","Love and Rockets"
"511","3L7RtEcu1Hw3OXrpnthngx","Don't You Want Me","Dare!","Neu Wave","The Human League"
"512","1Oo2c7AkswvVkO0ZDTiOZs","Blood And Roses","Especially For You","Neu Wave","The Smithereens"
"513","6N7gPTru90HYLRUIVDQ185","More Than This","Avalon","Neu Wave","Roxy Music"
"514","0ZYf6N5eBeXStMri0mf3DZ","Voices Carry","Voices Carry (Expanded Edition)","Neu Wave","'Til Tuesday"
"515","3mGwufkovVPrzsJaXWg8PU","Only You","Upstairs At Eric's","Neu Wave","Yazoo"
"516","46dGFTD918NMz1IP1rPJXO","Radio Free Europe","Murmur","Neu Wave","R.E.M."
"517","5BMH89lz5tHLR1kQOBNXdM","So Alive","Love And Rockets","Neu Wave","Love and Rockets"
"518","1rs7lqaXBlcw1N9wuHiQyJ","Charlotte Sometimes - Single Version","Faith (Deluxe Edition)","Neu Wave","The Cure"
"519","2MAVcVr2oylw2OZ3hojWYj","'74-'75","Ring","Neu Wave","The Connells"
"520","7bewjF4mXADsbxAdMnG1jF","Fun & Games","Fun & Games","Neu Wave","The Connells"
"521","1f5c9kjt35YpxF7aFuXJn5","Upside Down","Fun & Games","Neu Wave","The Connells"
"522","0zQgAGkxkAXj3VCvtLirJy","Scotty's Lament","Boylan Heights","Neu Wave","The Connells"
"523","4uicsZMFDiuhcbefWGtega","She's Gone","The Incomplete Recordings : 1981 - 1988","Neu Wave","The Pressure Boys"
"524","14nDJFSHWik32CnaTUA3r4","Policeman In My Neighbor's Yard","The Incomplete Recordings : 1981 - 1988","Neu Wave","The Pressure Boys"
"525","0h5OzbSn23Bn7XWBcuJx2x","Around the World","The Incomplete Recordings : 1981 - 1988","Neu Wave","The Pressure Boys"
"526","6eRLUjHubf9tlO7ZCc04Da","I'm Not the One","Shake It Up","Neu Wave","The Cars"
"527","3fH4KjXFYMmljxrcGrbPj9","Don't You (Forget About Me)","Once Upon A Time (Super Deluxe)","Neu Wave","Simple Minds"
"528","34tFidHrETMAjsiK87WVVW","Dear Prudence","Hyaena (Remastered And Expanded)","Neu Wave","Siouxsie and the Banshees"
"529","4T5Rcn6qefZOUMgDb8AkEt","Behind The Wall Of Sleep","Especially For You","Neu Wave","The Smithereens"
"530","1tAFvq63jO3n9WaDCZPJNh","In A Big Country","The Crossing","Neu Wave","Big Country"
"531","74tXc7WOWxEDZahXcyPG9D","New Moon on Monday - 2010 Remaster","Seven and the Ragged Tiger (Deluxe Edition)","Neu Wave","Duran Duran"
"532","6PiAmx478XYbJKZoCDCjrb","Rain in the Summertime - Remastered","Eye of the Hurricane (1987-1988 Remastered)","Neu Wave","The Alarm"
"533","2Pr1nZpt8A8WP7QYpyq6L3","Wildflowers","Wildflowers","Pettymix","Tom Petty"
"534","7MooGz4ZPE4bNxjFegR6Jx","You Don't Know How It Feels","Wildflowers","Pettymix","Tom Petty"
"535","20dt11ZTAtjsfcNJLP9u30","Time To Move On","Wildflowers","Pettymix","Tom Petty"
"536","0YkbYk24ODhuewb79zZZzM","You Wreck Me","Wildflowers","Pettymix","Tom Petty"
"537","6quWu0dL3SfsniohMQePeS","Only A Broken Heart","Wildflowers","Pettymix","Tom Petty"
"538","4vB5JbUveDx7UKGoIqOH2w","Don't Fade On Me","Wildflowers","Pettymix","Tom Petty"
"539","6TCbEppcZ1NpqISe0uxohQ","Hard On Me","Wildflowers","Pettymix","Tom Petty"
"540","5sY2beqWPiCRmTyjEkRPPZ","To Find A Friend","Wildflowers","Pettymix","Tom Petty"
"541","1C2uahwqdB2v4Fm8nxjSBZ","House In The Woods","Wildflowers","Pettymix","Tom Petty"
"542","7gSQv1OHpkIoAdUiRLdmI6","I Won't Back Down","Full Moon Fever","Pettymix","Tom Petty"
"543","5tVA6TkbaAH9QMITTQRrNv","Free Fallin'","Full Moon Fever","Pettymix","Tom Petty"
"544","4h86ZGe3ACbJADEHxVl8ov","Refugee","Damn The Torpedoes (Deluxe Edition)","Pettymix","Tom Petty and the Heartbreakers"
"545","4XAF3gxS3Nr9s25PLA2MEm","Here Comes My Girl","Damn The Torpedoes (Deluxe Edition)","Pettymix","Tom Petty and the Heartbreakers"
"546","3nQYIXk0bd2LoecLidkjDD","Even The Losers","Damn The Torpedoes (Deluxe Edition)","Pettymix","Tom Petty and the Heartbreakers"
"547","62HSynA9Pz6BmYTAmdTN5s","Don't Do Me Like That","Damn The Torpedoes (Deluxe Edition)","Pettymix","Tom Petty and the Heartbreakers"
"548","05Rd8zTyrkoOkglshkAQjR","The Apartment Song","Full Moon Fever","Pettymix","Tom Petty"
"549","0UWhRKpZxLEUZhmku98WcH","Mary Jane's Last Dance","The Best Of Everything - The Definitive Career Spanning Hits Collection 1976-2016","Pettymix","Tom Petty and the Heartbreakers"
"550","6J6TVe53xupvsanNIwo8I3","Breakdown","The Best Of Everything - The Definitive Career Spanning Hits Collection 1976-2016","Pettymix","Tom Petty and the Heartbreakers"
"551","3MG02quFskOG7kCNHU2B3s","Don't Come Around Here No More","The Best Of Everything - The Definitive Career Spanning Hits Collection 1976-2016","Pettymix","Tom Petty and the Heartbreakers"
"552","4xTAZryRjpJq6JiCCpIQpl","American Girl","The Best Of Everything - The Definitive Career Spanning Hits Collection 1976-2016","Pettymix","Tom Petty and the Heartbreakers"
"553","5odJF8z6Ref4rQ14fq0UIA","You Got Lucky","The Best Of Everything - The Definitive Career Spanning Hits Collection 1976-2016","Pettymix","Tom Petty and the Heartbreakers"
"554","3N7jSaAgvGc12t9ds3cy0w","Stop Draggin' My Heart Around","The Best Of Everything - The Definitive Career Spanning Hits Collection 1976-2016","Pettymix","Stevie Nicks"
"555","7BY005dacJkbO6EPiOh2wb","House Of The Rising Sun","The Animals","Next.","The Animals"
"556","5jgFfDIR6FR0gvlA56Nakr","Blackbird - Remastered 2009","The Beatles (Remastered)","Next.","The Beatles"
"557","64tkormoPRJDQ70pUakJJh","Not Given Lightly","Seizure","Next.","Chris Knox"
"558","4NPI2n6mINvcgNejPefpoY","Lonely As You","One By One (Expanded Edition)","Next.","Foo Fighters"
"559","0HOrDVS349XFcpCYsO2hAP","You Ain't Seen Nothing Yet","Not Fragile","Next.","Bachman-Turner Overdrive"
"560","2MAVcVr2oylw2OZ3hojWYj","'74-'75","Ring","Next.","The Connells"
"561","6BQNJ0JFKh8sWjQLI6Zudi","Change the World","Clapton Chronicles: The Best of Eric Clapton","Next.","Eric Clapton"
"562","7IsEXPk6qqt30FfQv4SZMa","The Way","All The Pain Money Can Buy","Next.","Fastball"
"563","0aeUuMypcIbr5y2oQUKyBV","No Reply at All - 2007 Remaster","Abacab (2007 Remaster)","Next.","Genesis"
"564","3jbgBiIM5vMUr2RcLNYghI","All Along The Watchtower - Live - Rattle & Hum Version","Rattle And Hum","Next.","U2"
"565","5p9XWUdvbUzmPCukOmwoU3","Suddenly I See","Eye To The Telescope","Next.","KT Tunstall"
"566","5mkGfmJGFZpwK9nA5amOhv","Sex & Candy","Marcy Playground","Next.","Marcy Playground"
"567","4P723ZazKqQox4zEwgsDec","Driver 8","Fables Of The Reconstruction","Next.","R.E.M."
"568","1lpjuCmK1R2z4oUe9ytNYy","Wishing It Was (feat. Eagle-Eye Cherry)","Supernatural (Remastered)","Next.","Santana"
"569","2UB4JGYR6TPMerbgrkr82Q","Cruel","From the Choir Girl Hotel","Next.","Tori Amos"
"570","0LN5gIsS5tQSmRzQrHSaTR","Eminence Front","It's Hard","Next.","The Who"
"571","0jiKqHfWmSgPInSsGWBjbL","Today","The Garden","Next.","Zero 7"
"572","0DJFfzpoWz0wiaBzqcSeuh","Imagination","Some People","Next.","Belouis Some"
"573","5hUWvHrxArc3IbbF2UIpjg","Wise Up","Live at St. Ann's Warehouse","Next.","Aimee Mann"
"574","08nT8qF5kq55XBypRz8wzJ","Underground","Ben Folds Five","Next.","Ben Folds Five"
"575","6SZLbZSQlRF1POJT1JY49o","Before Sunrise","Before Sunrise","Next.","Gengahr"
"576","6YtkOhiHmf46w1noltVnF2","Naked Eye","Fever In Fever Out","Next.","Luscious Jackson"
"577","1qRA5BS78u3gME0loMl9AA","For What It's Worth","Buffalo Springfield","Next.","Buffalo Springfield"
"578","6QvAqvSvkfHLzeIilXQ9H7","Keep Going","Men Amongst Mountains","Next.","The Revivalists"
"579","1dLevxYGXmCpSD8D2h1HXI","The One You Love","Want Two","Radius","Rufus Wainwright"
"580","5CpyXoGjWrOLNp2IE3nnRC","On And On And On","Blunderbuss","Radius","Jack White"
"581","4mtRuEDlwvtnsge8Owi22c","Wichita Skyline","A Few Small Repairs","Radius","Shawn Colvin"
"582","5jgFfDIR6FR0gvlA56Nakr","Blackbird - Remastered 2009","The Beatles (Remastered)","Radius","The Beatles"
"583","3WS7spXVlbeC5kjePmHMQW","Finally Moving","Taking up Your Precious Time","Radius","Pretty Lights"
"584","3rS4HW2dHhtAQuUaQHuPQT","Sunny Day in Hell","Argyle Johansen","Radius","Argyle Johansen"
"585","01wsKcJ8ptqUmatpJlEGYj","Ready to Start","The Suburbs","Radius","Arcade Fire"
"586","5RcBFNIAoTLtS8KV5xSVZg","Ask Me How I Am","When It's All Over We Still Have to Clear Up","Radius","Snow Patrol"
"587","4mdyVTV7Tr5YDFnD2kvSM4","Bruises","Does You Inspire You","Radius","Chairlift"
"588","3fl78noR9kt12JYKuTAP4a","Wisemen","Back to Bedlam","Radius","James Blunt"
"589","3duP6mBVDsHM8ioN7o7dAK","Boondocks","The Road To Here","Radius","Little Big Town"
"590","1SZThDcsBdExLGgsGF4jwj","People In Tha Middle","Home","Radius","Michael Franti & Spearhead"
"591","3AA8xNhDC0MpqwkGX3EP5V","If I Ever Feel Better","United","Radius","Phoenix"
"592","2AoyIsLRZQ0UhedzzhnbKz","Gloria","Gloria","Radius","The Lumineers"
"593","4hB7jbhQ9gpKv0O1McBkMk","Rainy Day","Lucky","Radius","Four Year Bender"
"594","1eyzqe2QqGZUmfcPZtrIyt","Midnight City","Hurry Up, We're Dreaming","Radius","M83"
"595","2ihCaVdNZmnHZWt0fvAM7B","Little Talks","My Head Is An Animal","Radius","Of Monsters and Men"
"596","0iTpQYzJnYgh7kIxyq8A2O","Two Weeks","Veckatimest","Radius","Grizzly Bear"
"597","3FtYbEfBqAlGO46NUDQSAt","Electric Feel","Oracular Spectacular","Radius","MGMT"
"598","25nzKGDiua1lE9Qo5V19GL","Young Blood","Passive Me, Aggressive You","Radius","The Naked And Famous"
"599","2vupkXhwL4sNCRgNu72HCZ","Heart It Races - Cover Version","Heart It Races","Radius","Dr. Dog"
"600","7412fpVfB2PSSb1nENQczC","Sheep","Sheep","Radius","Mt. Joy"
"601","5cwN1htZyoWqZCc33f3RfE","The High Road","Broken Bells","Radius","Broken Bells"
"602","4vLZEQrOJn9wnMj6qonzhd","Sucker","Sucker","Radius","Vistas"
"603","7E1gZbAh7yzpXH6SUsN2Rr","Beautiful World","Going Somewhere","Radius","Colin Hay"
"604","5MSKj7wpVQqSYsnEz1SaTr","Fell In Love With a Girl","White Blood Cells","Spin.","The White Stripes"
"605","6e6HZoHnOx7msWsDd2N51j","No Time This Time","Reggatta De Blanc","Spin.","The Police"
"606","2uybYWtO3wXWbnFfvBRPBP","Human","Big City Rock (U.S. Version)","Spin.","Big City Rock"
"607","7CoD6LAqXuSx7BhzRtWzJQ","Take California","Decksandrumsandrockandroll","Spin.","Propellerheads"
"608","70BTfeAfIThT7pKAE995u5","Walkie Talkie Man","Walkie Talkie Man","Spin.","Steriogram"
"609","1pHP4JeQV9wDx87D6qH9hD","Here It Goes Again","Oh No","Spin.","OK Go"
"610","0AoNBvSyp7KNgeWZugk59Y","Starry Eyed Surprise - Vocals: Shifty Shellshock","Bunkka","Spin.","Paul Oakenfold"
"611","3wmS6M7fUSXCiVd8NWlzkS","Pirates","The Revelry","Spin.","Bullets And Octane"
"612","7pIZ4XDMrAYzSPCdvYXrKe","Here & Now","Meson Ray","Spin.","The Ernies"
"613","2qQieiApQ1TkvkZGLkbCH0","Cyclone","Point Blank","Spin.","Dub Pistols"
"614","6Z8Uj65H0HTL1dTd4GEhgT","You","No Control","Spin.","Bad Religion"
"615","1N9CMZgL7aM8fXpgg5ZWV1","Run Like an Antelope","Lawn Boy","Spin.","Phish"
"616","7wO7QC4Jerq9gH5vH94moj","Upside Down","Fun & Games","Spin.","The Connells"
"617","1E6caAhjKnBEGcO4tgoVJ0","Voices","Russ Ballard","Spin.","Russ Ballard"
"618","3Pu3IChaAoa5EjgUBv5F6x","Ballroom Blitz","Desolation Boulevard","Spin.","Sweet"
"619","1yPQEVh4z4davqR8Y9iDQT","Guerilla Radio","Body Of War: Songs That Inspired An Iraq War Veteran","Spin.","Rage Against The Machine"
"620","6vVfttX5GW1SsVxDedgQ8t","Mais Que Nada","Sergio Mendez & Brasil '66 - The Very Best","Spin.","Sergio Mendes & Brasil '66"
"621","1FTSo4v6BOZH9QxKc3MbVM","Song 2 - 2012 Remaster","Blur (Special Edition)","Spin.","Blur"
"622","1oTHteQbmJw15rPxPVXUTv","Insane in the Brain","Black Sunday","Spin.","Cypress Hill"
"623","2id8E4WvczfKHB4LHI7Np3","Edge of Seventeen","Crystal Visions...The Very Best of Stevie Nicks","Spin.","Stevie Nicks"
"624","0B9x2BRHqj3Qer7biM3pU3","You're The One That I Want - From “Grease”","Grease (The Original Motion Picture Soundtrack)","Spin.","John Travolta"
"625","21qnJAMtzC6S5SESuqQLEK","Pump Up The Jam","Pump Up The Jam","Spin.","Technotronic"
"626","4JP9ICOcuNF4D3UgITirUc","Penny For Your Thoughts - Live","Frampton Comes Alive! (Deluxe Edition)","Jour du Suisse","Peter Frampton"
"627","41fecZEX4sPrRxnjZQ6DGU","Landslide","Landslide","Jour du Suisse","Dagny"
"628","14AI8Qt9giIa8uzek1I24O","Home by the Sea - 2007 Remaster","Genesis","Jour du Suisse","Genesis"
"629","4ADsYu1V5CpFLXNve7iK4Z","You Were Right","Bloom","Jour du Suisse","RÜFÜS DU SOL"
"630","05iXELwY3eDBBzXJvY2VAj","Capsize - Stint Remix","Capsize (Remixes)","Jour du Suisse","FRENSHIP"
"631","7hyKTfURWbe2SkLMcixicI","The Chain - 2004 Remaster","Rumours (Deluxe Edition)","Jour du Suisse","Fleetwood Mac"
"632","4wm2zEnkngeIGougv6vCNx","Your English Is Good","Elephant Shell","Jour du Suisse","Tokyo Police Club"
"633","5WkdUI1HSksS0hDN6ZB0AV","Ready to Win","TPC","Jour du Suisse","Tokyo Police Club"
"634","7CVYxHq1L0Z4G84jTDS6Jl","Don't Look Back In Anger - Remastered","(What's The Story) Morning Glory? (Deluxe Edition) [Remastered]","Jour du Suisse","Oasis"
"635","5QTxFnGygVM4jFQiBovmRo","(Don't Fear) The Reaper","Agents Of Fortune","Jour du Suisse","Blue Öyster Cult"
"636","4dvPtTmWeV3OzL0I73Imc0","Side","The Invisible Band","Jour du Suisse","Travis"
"637","3G69vJMWsX6ZohTykad2AU","One","Achtung Baby (Deluxe Edition)","Jour du Suisse","U2"
"638","4wCmqSrbyCgxEXROQE6vtV","Somebody That I Used To Know","Making Mirrors","Jour du Suisse","Gotye"
"639","4V04bHiCEVux579JcZQDDP","Weep Themselves To Sleep","Blunderbuss","Jour du Suisse","Jack White"
"640","3fl78noR9kt12JYKuTAP4a","Wisemen","Back to Bedlam","Jour du Suisse","James Blunt"
"641","7rBMZvgeWnOTHWUh3Pvw51","Chloe Dancer/Crown Of Thorns","Mother Love Bone","Jour du Suisse","Mother Love Bone"
"642","1AfYo6cKm3yHsJHdmNoGO1","Interstate Love Song","Purple","Jour du Suisse","Stone Temple Pilots"
"643","0CTNLJMN9dMG4cl5qgsZSv","Highwomen","The Highwomen","Jour du Suisse","The Highwomen"
"644","0mjAU3yKR1QnXnHtjGJqTM","Rescue Me","Rescue Me","Jour du Suisse","OneRepublic"
"645","5BkGp7FLUUpKgWl29jBK0J","Gloria","III","Jour du Suisse","The Lumineers"
"646","60ZGteAEtPCnGE6zevgUcd","Mountain Sound","My Head Is An Animal","Jour du Suisse","Of Monsters and Men"
"647","7gvOBxEbHJWXRMW1Uws6P6","Rise Up","Rise Up","Jour du Suisse","Chris Brogan"
"648","276zciJ7Fg7Jk6Ta6QuLkp","Come Down","Malibu","Jour du Suisse","Anderson .Paak"
"649","5UWwZ5lm5PKu6eKsHAGxOk","Everlong","The Colour And The Shape","Jour du Suisse","Foo Fighters"
"650","1xRUR651GIJoKbu0dqm0uW","Seasons","Chris Cornell (Deluxe Edition)","Jour du Suisse","Chris Cornell"
"651","4P90OxmWTJI5uAt9e65lMV","Love Is Like Oxygen - Alternate Version","Greatest Hits (Alternate Versions)","Jour du Suisse","Sweet"
"652","6rZVx2VUQKvuG13UKWYV2o","The Seasons","The Seasons","Jour du Suisse","Freedom Fry"
"653","4DAaQ5InUO23d8yNRbB0Yj","6's to 9's (feat. Rationale)","Superdream","Jour du Suisse","Big Wild"
"654","3ftHrCjsTUPLgI48m67byk","Plush - Acoustic","Thank You","Jour du Suisse","Stone Temple Pilots"
"655","2bNOq6aol7JZ0JJtLlg3TK","Bye Bye Love","The Cars","Jour du Suisse","The Cars"
"656","62iZmocGQCYKWXqtK0g8E6","Pink Chateau","The Pink Chateau","Basilisk","In The Valley Below"
"657","5dmPNuHmRRJuHmJTDa7NuJ","Bambi","Bambi","Basilisk","Hippo Campus"
"658","0T6niBwppU3jJYdnl4WVv0","Level Tools (ANIMA! Remix)","Goodpain Remix","Basilisk","Yoke Lore"
"659","2HPIDjDNCCSqSzIjxGaU6J","Rearview","Language & Perspective","Basilisk","Bad Suns"
"660","7qdgz117gc5StS0u2ViinE","Born Again","saintmotelevision","Basilisk","Saint Motel"
"661","2OYtAtGxbwe63bffERXxpE","Pool of Stars","Content Coma","Basilisk","Papadosio"
"662","4djIFfof5TpbSGRZUpsTXq","Talk Too Much","How Will You Know If You Never Try","Basilisk","COIN"
"663","3oQ8b6m5S531gvqZV9wEOY","The Ceremony","Masters of the Lodge","Basilisk","Bertholet"
"664","7hDVYcQq6MxkdJGweuCtl9","ocean eyes","dont smile at me","Basilisk","Billie Eilish"
"665","7aIIEZi4zigYSc5W4xP2tX","Mogadishu - Original Mix","Dödskallar Och Korallrev","Basilisk","Shakarchi & Stranéus"
"666","2Ml0l8YWJLQhPrRDLpQaDM","Oxford Comma","Vampire Weekend","Basilisk","Vampire Weekend"
"667","3GbvAuf1qB1XxwnNoRcAFy","Sleeping Lessons","Wincing The Night Away","Basilisk","The Shins"
"668","1LHE8cxWt7SVCitinqEhyl","Stars","Future Generations","Basilisk","Future Generations"
"669","47ww9AwOrtW59ayC72wMff","Zero","Plural","Basilisk","Electric Guest"
"670","6fpp6NjuNF6ndPekFKnbmd","Invisible","Pretty Freaks","Basilisk","Aloan"
"671","7t5AwIHFFIucKsEiQyZr2w","Ain't Goin' To Goa","Exile On Coldharbour Lane","Basilisk","Alabama 3"
"672","0ZiGRciYMWrDvCPNM0T21o","big fat mouth","Wait","Basilisk","Arlie"
"673","49FF92uImAUfwgmoJMSwGQ","Nice and Slow - EP Version","Low High Low","Basilisk","Max Frost"
"674","1MD2yGSeBRALkMui1fZ05P","anemone","fabulist","Basilisk","slenderbodies"
"675","3t83YMB1typ47Ph1QkKeDz","Tough Love","Tough Love","Basilisk","ALASKALASKA"
"676","5j6N71LrZ6YV3DEtqUeLzK","God Only Knows - EP Version","Horse Power EP","Basilisk","JR JR"
"677","2Pp3QD3thPnk2kCxmu2MHK","Dis Generation","We got it from Here... Thank You 4 Your service","Basilisk","A Tribe Called Quest"
"678","1FXlhqcYaiw6KuUYtXdtAi","Crash","Crash","Basilisk","Chris Malinchak"
"679","2JQnNIOozo1CNoqdiY5Lhq","Little Love","Little Love","Basilisk","De Hofnar"
"680","0pwObEOHolQZSldJ2q1wpy","Stinkfist","Ænima","Basilisk","TOOL"
"681","5voLEcwp6FlI2iyonUOHXt","A Phone Call In Amsterdam","A Phone Call In Amsterdam","Basilisk","Valley"
"682","2thyOEqaDSJwb9jaHvsa6F","Sapphire","Sapphire","Basilisk","Diamond Thug"
"683","4C8gET0YDJU473cLC3rYIG","Everybody's Lonely","Off To The Races","Basilisk","Jukebox The Ghost"
"684","0udJrKQOgJz6TwZXuhi7IM","This Must Be the Place (Naive Melody) [by Talking Heads]","7"" Singles","Basilisk","Kishi Bashi"
"685","2YAHNqJ5Ta5TbSuHMVe3Mt","Simple Science","Simple Science","Basilisk","Zero 7"
"686","1tweNeMlwxfeoOXklVibnf","You're Somebody Else","Nothing Lasts Forever (And It's Fine)","Basilisk","flora cash"
"687","2cP37n7TZEe0oBxCbZu0KA","New Slang","Oh, Inverted World","Basilisk","The Shins"
"688","3HdcqQpq7zb5GbEKBDY34p","Humbug Mountain Song","Absolute Loser","Basilisk","Fruit Bats"
"689","1tpqEIXSdWdT3Z9G1VjyIZ","More Today Than Yesterday - Single Version","Pop Classics Of The 60's","Like the Deserts","Spiral Starecase"
"690","04cwtOV3fK6jqv5SZ4z06C","Missing","My Promise","Like the Deserts","No Mercy"
"691","2OgVsp77En2nju8pnCieVU","Waiting for a Girl like You","4 (Expanded)","Like the Deserts","Foreigner"
"692","665Jxlgi1HamPKbW1vwzx4","We Belong","Tropico","Like the Deserts","Pat Benatar"
"693","5xqdfnqW6GijQLopbufMb5","Dance Me To The End Of Love","Careless Love","Like the Deserts","Madeleine Peyroux"
"694","1qQkXsvHcyenlqtPlGL9kn","Making Love Out of Nothing at All","Ultimate Air Supply","Like the Deserts","Air Supply"
"695","2r008pcfVYc0zgQvSRqUJE","I'd Really Love to See You Tonight","Nights Are Forever","Like the Deserts","England Dan & John Ford Coley"
"696","55KKzF53NXeY7neYbd8wz5","I'll Have To Say I Love You In A Song","I Got A Name","Like the Deserts","Jim Croce"
"697","0CsM8VGDi38kusMv3pxyj1","True - Single Edit","True - The Digital E.P.","Like the Deserts","Spandau Ballet"
"698","4iiLzvbh0bXMnomiB6DIuk","You Are the Woman","Firefall","Like the Deserts","Firefall"
"699","4rcHWl68ai6KvpXlc8vbnE","Keep on Loving You","Hi Infidelity (30th Anniversary Edition)","Like the Deserts","REO Speedwagon"
"700","6gyU6PaPpzTCUYzZcVICwk","Follow You Follow Me - 2007 Remaster","And Then There Were Three (2007 Remaster)","Like the Deserts","Genesis"
"701","6d7PQZtTbHbcYqaygOW7vs","You're the Inspiration - 2009 Remaster","Chicago 17 (Expanded Edition)","Like the Deserts","Chicago"
"702","09q1Dlom55Kzlehdlyl9L7","Stream - Live at Luther College, Decorah, IA - February 1996","Live At Luther College","We don't serve strings","Dave Matthews"
"703","4dcm9Ig4YXhe0VUVeOheVT","Sunspots","Workbook","We don't serve strings","Bob Mould"
"704","1gfoiAaz4XUHLqGysW9Sxi","Sisters","Passion And Warfare","We don't serve strings","Steve Vai"
"705","1Z1NgTYw6A6wiYpJmQRZ3V","Joi","Everybody Loves You","We don't serve strings","Kaki King"
"706","0MFyeVILVCcqMC2ezUPGSZ","Black Hole Sun","Black Hole Sun","We don't serve strings","Glenn Roth"
"707","1XeRkfjhKVehG0NBf1UcvD","Arena","Alma / Arena","We don't serve strings","lov lofi"
"708","4JP9ICOcuNF4D3UgITirUc","Penny For Your Thoughts - Live","Frampton Comes Alive! (Deluxe Edition)","We don't serve strings","Peter Frampton"
"709","11kEfzLyAPhABo6PESY00q","Peru","World's Fair","We don't serve strings","Julian Lage"
"710","6kpMYSZ58MkohGS7OkO4A9","Bron-Yr-Aur - 1993 Remaster","Physical Graffiti (1994 Remaster)","We don't serve strings","Led Zeppelin"
"711","49rhyZLMgZZIsYcAQTnaHS","Moments","Driving Under the Influence of Jams","We don't serve strings","Electric Octopus"
"712","5we6noV3g6mSd40pamxyTS","Stars Fell On Alabama","Songs For Distingué Lovers","Atmospheric River","Billie Holiday"
